S.No,Brand,Model,Screen_Size,Color,Hard_disk,CPU,RAM,OS,Special_features,Graphics,Graphics_Co-Processor,CPU_speed,Rating, Price ,Sale Product Count, Total Sales ,Total Stock
756,MSI,Summit E13FlipEvo A13MT-220US,13.4 Inches,Ink Black,1 TB,Core i7,32 GB,Windows 11 Pro,N/A,Integrated,Intel Iris,N/A,0," $1,199.99 ",46," $55,199.54 ",172
757,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $2,407.99 ",14," $33,711.86 ",300
758,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5," $2,376.99 ",54," $1,28,357.46 ",200
759,acer,A515-57G-58R7,15.6 Inches,Gray,512 GB,Intel Core i5,8 GB,Windows 11 Home,"Backlit Kb,Fingerprint Reader",Dedicated,N/A,N/A,4.2, $589.99 ,13," $7,669.87 ",417
760,Lenovo,N/A,16 Inches,N/A,N/A,N/A,16 GB,Windows 11 Pro,Anti-glare,Integrated,AMD Radeon 680M,N/A,0," $1,699.00 ",14," $23,786.00 ",381
761,Dell,Latitude 9520 Laptop,15 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0, $899.99 ,16," $14,399.84 ",303
762,Dell,Precision 5560,15.6 Inches,N/A,1 TB,Intel Core i9,16 GB,Windows 10 Pro,N/A,Integrated,NVIDIA RTX A2000 w/4GB,2.6 GHz,4.2, $199.99 ,22," $4,399.78 ",115
763,SAMSUNG,XE350XBA-K05US,15.6 Inches,Silver,N/A,Celeron N4000,4 GB,Windows 10,N/A,Integrated,N/A,2.6,0, $589.99 ,45," $26,549.55 ",298
764,acer,TMP614-51-G2-5442,14 Inches,Black,N/A,Core i5,N/A,Windows 10 Pro,Fingerprint Reader,Integrated,Intel UHD Graphics,4.4 GHz,4.1," $3,378.36 ",59," $1,99,323.24 ",280
765,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $639.99 ,63," $40,319.37 ",233
766,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $389.99 ,16," $6,239.84 ",428
767,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $589.99 ,52," $30,679.48 ",271
768,Dell,Precision 7000,16 Inches,N/A,1 TB,Core i9,64 GB,Windows 11 Pro,Anti-glare Screen,RTX 3500 Ada,NVIDIA RTX 3500 Ada,N/A,0, $499.00 ,65," $32,435.00 ",232
769,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $1,599.00 ",65," $1,03,935.00 ",338
770,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5," $1,515.99 ",36," $54,575.64 ",135
771,ASUS,Rog Strix Scar G533Z,15.6 Inches,Off Black,1 TB,Intel Core i9,32 GB,Windows 11 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,N/A,N/A,0," $1,513.99 ",57," $86,297.43 ",544
772,ASUS,CR1100FKA-YZ182T-S,11.6 Inches,N/A,32 GB,Celeron N,8 GB,Chrome OS,Spill resistant,Integrated,Intel UHD Graphics,N/A,0, $594.99 ,38," $22,609.62 ",296
773,Panasonic,Panasonic Toughbook,15.4 Inches,Silver/Black,480 GB,Core i5,16 GB,Windows 10 Pro,"Stereo,Stereo/",Integrated,N/A,N/A,5, $999.99 ,41," $40,999.59 ",204
774,ASUS,Vi F5,15.6 Inches,Gray,128 GB,Intel Core i3,8 GB,Windows 11,"Backlit Keyboard,Fingerprint Reader",Integrated,N/A,N/A,4.2," $3,072.76 ",12," $36,873.12 ",194
775,Apple,MacBook Pro,16 Inches,Silver,1 TB,Core i9 7960X,16 GB,Mac OS,N/A,Dedicated,Intel UHD Graphics 630,N/A,4.7, $389.99 ,17," $6,629.83 ",505
776,Dell,Precision 3000,14 Inches,N/A,512 GB,Core i7,16 GB,Windows 10,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,N/A,0," $1,599.00 ",47," $75,153.00 ",194
777,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5," $3,399.00 ",20," $67,980.00 ",407
778,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4, $589.99 ,41," $24,189.59 ",198
779,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $589.99 ,50," $29,499.50 ",509
780,Lenovo,ThinkCentre M90s Gen 3,N/A,Black,N/A,Core i7-10700T,16 GB,Windows 11,Security Slot,N/A,N/A,N/A,0," $2,399.00 ",59," $1,41,541.00 ",421
781,Lenovo,IdeaPad Slim 7 Pro 14IHU5,14 Inches,Slate Gray,512 GB,Core i5 Family,16 GB,Windows 11 Home,N/A,Iris Xe Graphics,Intel Iris Xe Graphics,N/A,4.3," $1,472.99 ",57," $83,960.43 ",205
782,ASUS,ASUS VivoBook,15.6 Inches,N/A,128 GB,N/A,4 GB,Windows 10 Home,N/A,Dedicated,AMD Radeon R7,N/A,4.1," $1,699.00 ",39," $66,261.00 ",424
783,Panasonic,CF-52 MK5,15.4 Inches,grey/black,240 GB,Core i5,8 GB,Windows 10,Stereo Speakers,Dedicated,N/A,N/A,3.9, $389.99 ,31," $12,089.69 ",441
784,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $1,419.00 ",12," $17,028.00 ",92
785,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $2,815.30 ",63," $1,77,363.90 ",553
786,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $184.99 ,51," $9,434.49 ",429
787,Lenovo,IdeaPad 3 Lenovo,15.6 Inches,Abyss Blue,512 GB,Core i5 Family,16 GB,Windows 11 Pro,"Fingerprint Reader, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,N/A,N/A,0, $459.99 ,61," $28,059.39 ",397
788,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $1,327.99 ",35," $46,479.65 ",155
789,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5," $1,599.00 ",25," $39,975.00 ",241
790,Lenovo,Lenovo,15.6 Inches,Iron Grey,256 GB,Intel Core i5,12 GB,Windows 10,N/A,Integrated,INTEL,N/A,4.4," $2,169.99 ",41," $88,969.59 ",321
791,MSI,Creator M16 B13VE-1251US,16 Inches,Black,1 TB,Core i9,16 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 4070,N/A,0, $750.74 ,36," $27,026.64 ",302
792,Lenovo,130-15AST,15.6 Inches,Black,128 GB,AMD A Series,4 GB,Windows 10 Home,N/A,Dedicated,AMD Radeon R5,N/A,4.2," $1,699.00 ",17," $28,883.00 ",428
793,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $589.99 ,19," $11,209.81 ",384
794,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $799.00 ,13," $10,387.00 ",291
795,LG,16Z90R-N.APC5U1,16 Inches,Charcoal gray,512 GB,Core i5,8 GB,Windows 11 Pro,N/A,Integrated,Intel HD Graphics 520,N/A,0, $389.99 ,12," $4,679.88 ",258
796,Dell,Latitude,15.6 Inches,N/A,2 TB,Core i5,32 GB,Windows 10 Pro,N/A,Integrated,Intel Iris Xe Graphics,N/A,5," $2,616.99 ",19," $49,722.81 ",329
797,Dell,Inspiron,14 Inches,Silver,2 TB,Core i7 Family,64 GB,Windows 11 Home,N/A,Integrated,Intel Iris Xe Graphics,N/A,5, $389.99 ,60," $23,399.40 ",408
798,Dell,5300,13.3 Inches,Gray,256 GB,Core i7 Family,16 GB,Windows 10 Pro,Backlit Keyboard,Integrated,N/A,N/A,4.2, $999.99 ,45," $44,999.55 ",337
799,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $1,599.00 ",37," $59,163.00 ",232
800,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $689.99 ,12," $8,279.88 ",300
801,HP,ELITEBOOK 820G3,12.5 Inches,Black,500 GB,Core i7,8 GB,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,N/A,Integrated,Integrated Graphics,N/A,0, $839.99 ,42," $35,279.58 ",275
802,Lenovo,ThinkPad P16 G1,16 Inches,Storm Grey,2 TB,Core i7 Family,32 GB,Windows 11 Pro,"Fingerprint Reader, TrackPoint, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,N/A,N/A,2.5, $639.99 ,16," $10,239.84 ",450
803,LG,15ZB90Q-V.ARS5U1,15 Inches,N/A,512 GB,Core i5,8 GB,Windows 11 Home,N/A,Integrated,N/A,3.3,0, $191.87 ,48," $9,209.76 ",220
804,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $879.99 ,28," $24,639.72 ",223
805,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $589.99 ,61," $35,989.39 ",276
806,Dell,Alienware m15 R5 Ryzen Edition Laptop,15.6 Inches,Dark Side of the Moon,1000 GB,AMD Ryzen 7,32 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3070,N/A,N/A,4.2," $1,670.17 ",36," $60,126.12 ",366
807,MSI,MSI Katana 15,15.6 Inches,Black,1 TB,Core i7,16 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 4070,N/A,4.4," $1,150.99 ",49," $56,398.51 ",406
808,Dell,Latitude 5000,14 Inches,Titan Gray,256 GB,Core i5,8 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,N/A,N/A,0," $1,537.99 ",35," $53,829.65 ",187
809,MSI,CreatorPro M15 A11UIS-1292US,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Thin Bezel,Dedicated,N/A,N/A,0," $1,919.00 ",39," $74,841.00 ",458
810,HP,HP Envy,14 Inches,N/A,1 TB,Core i3,8 GB,Windows 10,"Backlit Keyboard,Fingerprint Reader",Integrated,Intel HD Graphics 520,N/A,4.6," $1,068.99 ",65," $69,484.35 ",448
811,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $639.99 ,53," $33,919.47 ",503
812,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $999.99 ,20," $19,999.80 ",279
813,Dell,Dell Latitude,14 Inches,N/A,320 GB,Core i3,2 GB,Windows 7 Home Premium,N/A,Integrated,Intel HD 4000,2.4 GHz,3," $2,108.40 ",31," $65,360.40 ",225
814,HP,14-fq0013dx,14 Inches,N/A,N/A,AMD A Series,4 GB,Windows 10 S,N/A,N/A,N/A,N/A,4.3," $1,699.00 ",43," $73,057.00 ",139
815,Dell,Precision 3000,15.6 Inches,N/A,512 GB,Core i7,16 GB,Windows 11,Anti-glare Screen,RTX A500,NVIDIA RTX A500,N/A,0, $589.99 ,12," $7,079.88 ",172
816,HP,HP Laptop 15-dy2031nr,15.6 Inches,N/A,N/A,Core i3,8 GB,Windows 11,N/A,Integrated,N/A,N/A,5," $2,793.89 ",13," $36,320.57 ",309
817,acer,CP311-2H-C3KA,11.6 Inches,Silver,64 GB,Celeron N,4 GB,Chrome OS,N/A,Integrated,Intel,N/A,4.5," $2,408.99 ",20," $48,179.80 ",276
818,HP,056-01-4094,11.6 Inches,N/A,32 GB,MediaTek MT8183,4 GB,Chrome OS,Stereo Speakers,Integrated,MediaTek Integrated,N/A,4.2, $488.94 ,47," $22,980.18 ",460
819,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5, $639.99 ,22," $14,079.78 ",122
820,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4, $899.99 ,53," $47,699.47 ",386
821,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $1,201.13 ",19," $22,821.47 ",401
822,Lenovo,ThinkBook 14s Yoga G2 IAP,14 Inches,N/A,512 GB,Core i7,16 GB,Windows 11,Information Not Available,Iris Xe Graphics,Intel Iris Xe Graphics,N/A,5," $1,515.03 ",50," $75,751.50 ",379
823,Dell,Dell XPS 17 9720,17 Inches,Platinum Silver,1 TB,Intel Core i9,32 GB,Windows 11 Pro,"Fingerprint Reader, Backlit Keyboard, 32 GB RAM",Integrated,N/A,N/A,0, $589.99 ,31," $18,289.69 ",225
824,Dell,Latitude 7000,14 Inches,Carbon Fiber,256 GB,Core i5,16 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,N/A,N/A,0, $999.99 ,16," $15,999.84 ",248
825,dell,XPS,13.4 Inches,Evo i7-1260P,1 TB,Core i7,16 GB,Windows 11,Backlit Keyboard,Integrated,N/A,N/A,0, $319.98 ,60," $19,198.80 ",308
826,ASUS,N/A,15.6 Inches,N/A,256 GB,Core i3,8 GB,Windows 11 Home,"Full,Nanoedge Bezel",Integrated,N/A,3 GHz,0, $899.99 ,63," $56,699.37 ",557
827,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $1,565.99 ",18," $28,187.82 ",271
828,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $589.99 ,42," $24,779.58 ",124
829,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $589.99 ,59," $34,809.41 ",457
830,Toughbook,CF-54F9001KM,14 Inches,N/A,512 GB,Core i5,16 GB,Windows 10 Pro,Backlit Keyboard,Integrated,Intel HD Graphics 520,N/A,0, $478.99 ,50," $23,949.50 ",389
831,Microsoft,Surface Laptop,15 Inches,Matte Black,512 GB,Ryzen 7,16 GB,Windows 10 Home,N/A,Integrated,AMD Radeon RX Vega 11,N/A,4.1, $589.99 ,29," $17,109.71 ",262
832,Dell,M,15.6 Inches,Black,1 TB,AMD R Series,32 GB,Windows 11,N/A,GeForce RTX 3070,NVIDIA GeForce RTX 3070,N/A,3.5, $389.99 ,41," $15,989.59 ",426
833,HP,HP ProBook,14 Inches,N/A,320 GB,Core i5,4 GB,Windows 7 Professional,N/A,Integrated,Intel HD Graphics 3000,2.5 GHz,5, $999.99 ,52," $51,999.48 ",412
834,Panasonic,Panasonic Toughbook,12 Inches,SILVER BLACK,512,Intel Core i7,16 GB,Windows 10,Pen,Integrated,N/A,N/A,0, $589.99 ,58," $34,219.42 ",412
835,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $639.99 ,35," $22,399.65 ",163
836,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $902.98 ,35," $31,604.30 ",264
837,Dell,Precision 7770,17.3 Inches,N/A,512 GB,Intel Core i7,64 GB,Windows 11 Pro,N/A,Integrated,NVIDIA GeForce RTX A4500,4.8 GHz,0, $639.99 ,17," $10,879.83 ",493
838,Dell,XPS 17 9700,17 Inches,Silver,1 TB,Core i9,32 GB,Windows 10 Home,N/A,NVIDIA RTX 2060,NVIDIA GeForce RTX 2060,N/A,4.1, $700.00 ,22," $15,400.00 ",347
839,MSI,Modern 14 C13M-621US,14 Inches,Urban Silver,1 TB,Core i7,16 GB,Windows 11 Home,N/A,Integrated,Intel Iris,N/A,5, $903.92 ,33," $29,829.36 ",140
840,Lenovo,ThinkPad P16 Gen 1,16 Inches,Black,512 GB,Core i7 Family,16 GB,Windows 11 Pro,Backlit Keyboard,Integrated,N/A,N/A,4.5," $1,599.00 ",58," $92,742.00 ",526
841,acer,C732-C6WU,11.6 Inches,Grey,32 GB,Celeron N3350,4 GB,Chrome OS,Memory Card Slot,Integrated,N/A,N/A,4.4, $801.99 ,49," $39,297.51 ",375
842,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5," $2,126.99 ",37," $78,698.63 ",311
843,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4," $1,999.99 ",18," $35,999.82 ",134
844,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $2,070.75 ",20," $41,415.00 ",255
845,HP,16-f2013dx,16 Inches,N/A,512 GB,Intel Core i7,16 GB,Windows 11 Home,Backlit Keyboard,Dedicated,Intel Iris Xe Graphics,N/A,0," $1,519.14 ",36," $54,689.04 ",346
846,Dell,Latitude 7000,16 Inches,N/A,512 GB,Core i7,16 GB,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,N/A,0, $915.52 ,23," $21,056.96 ",187
847,Lenovo,ThinkPad E15 Gen 4,15.6 Inches,N/A,512 GB,Ryzen 5,16 GB,Windows 11,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,N/A,0," $2,799.00 ",28," $78,372.00 ",458
848,Dell,XPS 17 9720,17 Inches,N/A,2 TB,Intel Core i9,64 GB,Windows 11 Pro,N/A,Dedicated,NVIDIA GeForce RTX 3060,4 GHz,5," $1,482.13 ",20," $29,642.60 ",285
849,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $459.99 ,13," $5,979.87 ",208
850,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $639.99 ,65," $41,599.35 ",277
851,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $991.99 ,22," $21,823.78 ",295
852,Lenovo,300e Chromebook 2nd Gen,11.6 Inches,Black,N/A,Celeron,8 GB,Chrome OS,Anti-glare Screen,UHD Graphics 600,Intel UHD Graphics 600,N/A,0," $1,730.99 ",13," $22,502.87 ",358
853,Lenovo,Chromebook,11.6 Inches,Black,32 GB,A-Series,4 GB,Chrome OS,Anti-glare,Integrated,N/A,N/A,4.2, $723.16 ,62," $44,835.92 ",409
854,Lenovo,ThinkBook 14 G4 IAP,14 Inches,N/A,256 GB,Core i5,16 GB,Windows 11,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,N/A,0, $999.99 ,21," $20,999.79 ",453
855,Dell,G15 5521 Laptop,15.6 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3060,N/A,0, $999.99 ,16," $15,999.84 ",131
856,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $459.99 ,23," $10,579.77 ",165
857,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5," $1,529.99 ",65," $99,449.35 ",546
858,Lenovo,ThinkPad X1 Yoga Gen 7,14 Inches,N/A,256 GB,Core i5,16 GB,Windows 11,Information Not Available,Iris Xe Graphics,Intel Iris Xe Graphics,N/A,0," $1,699.00 ",37," $62,863.00 ",280
859,Lenovo,Lenovo Flex 5 2 in 1,14 Inches,N/A,256 GB,Ryzen 3 4300U,4 GB,Windows 10,Dolby,Integrated,Integrated AMD Radeon Graphics,N/A,4.2," $2,393.99 ",58," $1,38,851.42 ",202
860,ASUS,ROG Strix Scar GL703GE,17.3 Inches,Black,1000 GB,Core i7,16 GB,Windows 10 Home,N/A,Dedicated,NVIDIA GeForce GTX 1050 Ti,N/A,4.3, $389.99 ,58," $22,619.42 ",417
861,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $459.99 ,43," $19,779.57 ",134
862,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $639.99 ,34," $21,759.66 ",211
863,Lenovo,ThinkPad P15s Gen 2,15.6 Inches,Black,1 TB,Core i7 Family,32 GB,Windows 10 Pro,Anti-glare Screen,Quadro T500,N/A,N/A,1, $389.99 ,23," $8,969.77 ",184
864,IVIEW,IVIEW MEGATRON 4G,14.1 Inches,Silver,64 GB,Intel Celeron D,4 GB,Windows 10 Pro,N/A,Integrated,Embedded,N/A,3.1, $589.99 ,43," $25,369.57 ",483
865,MSI,CPROM15843,15.6 Inches,Black,1 TB,Core i7 Family,16 GB,Windows 11 Pro,N/A,"Integrated, Dedicated",NVIDIA GeForce GTX 1050,N/A,0," $1,096.11 ",27," $29,594.97 ",233
866,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $1,559.00 ",41," $63,919.00 ",460
867,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $765.75 ,60," $45,945.00 ",553
868,Dell,Latitude 7420,14 Inches,N/A,N/A,Core i5,16 GB,Windows 10 Pro,Anti Glare,Integrated,Intel Iris Xe Graphics,N/A,0," $1,699.00 ",24," $40,776.00 ",431
869,HP,ZBOOK 17 G3,17.3 Inches,Black,1000 GB,Core i7,16 GB,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,N/A,Integrated,Integrated Graphics,N/A,1," $1,699.00 ",42," $71,358.00 ",161
870,Lenovo,300e-convertible,11.6 Inches,Black,64 GB,Celeron N3450,4 GB,Windows 10 Home,N/A,Integrated,Intel HD Graphics 500,N/A,4, $356.99 ,40," $14,279.60 ",213
871,acer,Acer Swift,14 Inches,N/A,512 GB,Intel Core i7-1165G7,8 GB,Windows 10,"Backlit Keyboard,Fingerprint Reader",Integrated,Intel Iris Xe Graphics,N/A,2.9," $1,699.00 ",50," $84,950.00 ",433
872,MSI,N/A,15.6 Inches,N/A,N/A,N/A,32 GB,N/A,N/A,N/A,N/A,N/A,0," $2,925.65 ",39," $1,14,100.35 ",437
873,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $3,415.99 ",51," $1,74,215.49 ",453
874,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5," $1,659.99 ",19," $31,539.81 ",461
875,Dell,Latitude 7000,14 Inches,N/A,256 GB,Core i5,16 GB,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,N/A,0," $1,865.99 ",31," $57,845.69 ",179
876,Dell,Dell G16 7620,16 Inches,Obsidian Black,1 TB,Intel Core i7,32 GB,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,N/A,N/A,0, $589.99 ,61," $35,989.39 ",174
877,MSI,CreatorPro X17 A12UKS-059,17.3 Inches,Black,1 TB,Core i9,32 GB,Windows 11,N/A,Dedicated,NVIDIA Quadro RTX 3000,N/A,5, $899.99 ,27," $24,299.73 ",387
878,Lenovo,Lenovo Ideapad,15.6 Inches,N/A,256 GB,Core i3,4 GB,Windows 11 Home in S Mode,N/A,Integrated,N/A,2.4 GHz,3.7, $75.00 ,28," $2,100.00 ",268
879,Dell,Alienware m18 Laptop,18 Inches,Black,2000 GB,Core i9,64 GB,Windows 11 Pro,N/A,Integrated,NVIDIA GeForce RTX 4080,N/A,0," $1,899.00 ",19," $36,081.00 ",130
880,MSI,N/A,15.6 Inches,N/A,N/A,N/A,32 GB,N/A,N/A,N/A,N/A,3.5 GHz,5, $999.99 ,40," $39,999.60 ",295
881,Dell,Latitude 7320 Detachable 2-in-1,13 Inches,Black,256 GB,Core i5,8 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,3, $207.99 ,29," $6,031.71 ",525
882,ASUS,E410MA-TB.CL464,14 Inches,N/A,64 GB,Celeron,4 GB,Windows 11 S,N/A,Integrated,Intel UHD Graphics 600,1.1 GHz,4.6," $1,147.99 ",52," $59,695.48 ",326
883,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5," $1,699.00 ",49," $83,251.00 ",316
884,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4, $389.99 ,64," $24,959.36 ",334
885,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $849.49 ,14," $11,892.86 ",153
886,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $3,287.15 ",55," $1,80,793.25 ",196
887,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $639.99 ,31," $19,839.69 ",465
888,HP,HP Stream,11.6 Inches,N/A,32 GB,Others,4 GB,Windows 10,N/A,Integrated,N/A,1 GHz,4.8," $1,304.10 ",58," $75,637.80 ",438
889,Lenovo,Lenovo Ideapad,15.6 Inches,Abyss Blue,256 GB,Core i3-10110U,8 GB,Windows 10,N/A,Integrated,Intel UHD Graphics,N/A,4.5, $953.82 ,43," $41,014.26 ",338
890,Toughbook,CF-20 MK1,10.1 Inches,N/A,256 GB,Core M Family,8 GB,Windows 10 Pro,Backlit Keyboard,Integrated,Intel HD Graphics 515,N/A,0, $639.99 ,19," $12,159.81 ",509
891,Lenovo,ThinkBook 14 Gen 4,14 Inches,Mineral Grey,2 TB,Core i7 Family,16 GB,Windows 11 Pro,Anti-glare,Integrated,N/A,N/A,0," $1,947.99 ",50," $97,399.50 ",381
